LocationID,PlantAccountDepartment,Territory,dlvr_name,dlvr_Addr,dlvr_city,dlvr_state,dlvr_Zip,WeeksVisited,DaysVisited,AmountPerCycle,stop_sequence_1,stop_sequence_2,stop_sequence_3,stop_sequence_4,stop_sequence_5,stop_sequence_6,stop_sequence_7,lbs,avg_wkly_volume1,latitude,longitude,CycleVolume,GarmentChanges,AccountTypeID,Plant,DeliveryID
280974,2502-000000-00,2502-09,Salon 705,615 Main St,Susanville,CA,96130,XX,T,2,0,146,0,0,0,0,0,30,$30,40.413710,-120.636800,$60,0,T,2502,98799
288140,2502-000000-00,2502-09,Holiday Mkt #64 Grocery,1301 Main Street,Weaverville,CA,96093,XX,R,2,0,0,0,77,0,0,0,43,$84,40.721170,-122.928230,$168,0,T,2502,105545
301009,2502-000000-00,2502-09,Bureau of Reclamation - Keswick, 16515 Keswick Dam Road,Redding,CA,96001-0960,XX,R,2,0,0,0,1,0,0,0,0,$217,40.619500,-122.427010,$434,225,T,2502,117490
304339,2502-000000-00,2502-09,Susanville Grocery Outlet,1616 Main Street,Susanville,CA,96130,XX,T,2,0,21,0,0,0,0,0,0,$58,40.415250,-120.649690,$117,0,T,2502,120686
311744,2502-000000-00,2502-09,Safeway - 1218,2970 Main Street,Susanville,CA,96130,XX,T,2,0,147,0,0,0,0,0,0,$75,40.405970,-120.634610,$151,55,T,2502,127680
321020,2502-000000-00,2502-09,JJ's Cafe,13385 State Highway 89,Old Station,CA,96071, X,T,1,0,1,0,0,0,0,0,0,$14,40.677150,-121.428150,$14,0,T,2502,136219
324049,2502-000000-00,2502-09,Rodeway Inn,532 North Market Street,Redding,CA,96003,XX,F,2,0,0,0,0,52,0,0,0,$180,40.599279,-122.384858,$360,12,T,2502,139067
171747,2502-755720-00,2502-09,Reynolds Radiator Repair,702-365 Johnstonville Rd,Susanville,CA,96130-8788,XX,T,2,0,99,0,0,0,0,0,18,$25,40.399763,-120.617985,$50,17,I,2502,35310
266660,2502-000000-00,2502-09,Aaron Bjarnason DMD Inc,400 Hartnell Ave,Redding,CA,960021848, Y,W,0,0,0,80,0,0,0,0,5,$9,40.564220,-122.367012,$0,0,I,2502,86162
272039,2502-000000-00,2502-09,Team Perio,384 Hartnell Ave,Redding,CA,960021846,XX,W,2,0,0,100,0,0,0,0,32,$140,40.565029,-122.368202,$280,36,T,2502,90502
276771,2502-000000-00,2502-09,Labcorp - CAB050,1850 Spring Ridge Dr. #A,Susanville,CA,96130,XX,T,2,0,105,0,0,0,0,0,0,$27,40.437670,-120.625910,$55,3,T,2502,94844
294475,2502-000000-00,2502-09,Umpqua Bank,3455 Placer St,Redding,CA,96001, X,F,1,0,0,0,0,25,0,0,36,$20,40.573880,-122.417000,$20,0,T,2502,111477
300480,2502-000000-00,2502-09,Trinity River Lumber Mats,1121 Main Street,Weaverville,CA,96093,X ,R,1,0,0,0,45,0,0,0,0,$22,40.726730,-122.934680,$22,0,T,2502,117015
320179,2502-000000-00,2502-09,Sierra Cascade Office,472-715 Johnson Road,Susanville,CA,96130,XX,T,2,0,160,0,0,0,0,0,0,$36,40.371900,-120.463820,$72,0,I,2502,135460
171523,2502-750496-00,2502-09,BMC-Banner Lassen Medical,1800 Spring Ridge Dr,Susanville,CA,96130-6100,XX,T,2,0,103,0,0,0,0,0,142,$61,40.438160,-120.624980,$122,0,I,2502,35255
269430,2502-000000-00,2502-09,Carmona's Appliance & Mattress Center,2330 Churn Creek Road,Redding,CA,96002,XX,W,2,0,0,10,0,0,0,0,60,$42,40.572970,-122.353310,$83,0,T,2502,88354
323105,2502-000000-00,2502-09,Lassen College - Maintenance Shop,478-200 CA-139,Susanville,CA,96130,XX,T,2,0,102,0,0,0,0,0,0,$57,40.443162,-120.627166,$114,50,T,2502,138188
171518,2502-750372-00,2502-09,Susanville Sanitary Dist,45 S Roop St,Susanville,CA,96130-4361,X ,T,1,0,5,0,0,0,0,0,10,$14,40.418530,-120.663361,$14,0,I,2502,35253
171573,2502-751204-00,2502-09,Susanville Tow,,Susanville,CA,96130,XX,T,2,0,175,0,0,0,0,0,34,$68,40.415680,-120.649720,$135,15,I,2502,35263
251257,2502-053457-00,2502-09,Dills Deli,5132 Caterpillar Rd,Redding,CA,960032048,XX,F,2,0,0,0,0,5,0,0,52,$72,40.625270,-122.370171,$144,0,T,2502,35689
256452,2502-125521-00,2502-09,Tri Co Bank   #361,595 Main St,Weaverville,CA,96093,X ,R,1,0,0,0,23,0,0,0,10,$31,40.732368,-122.940369,$31,0,I,2502,36283
301767,2502-000000-00,2502-09,Trinity Alps Golf Course,160 Golf Course Drive,Weaverville,CA,96093,XX,R,2,0,0,0,20,0,0,0,0,$96,40.720290,-122.930240,$191,0,T,2502,118218
311303,2502-000000-00,2502-09,Redding Rancheria Trinity Health,81 Arbuckle Court,Weaverville,CA,96093,XX,R,2,0,0,0,80,0,0,0,0,$113,40.711480,-122.926500,$225,0,T,2502,127276
314859,2502-000000-00,2502-09,Shasta College - Trinity Campus,30 Arbuckle Court,Weaverville,CA,96093,XX,R,2,0,0,0,85,0,0,0,0,$29,40.710970,-122.924660,$58,0,T,2502,130563
237384,2502-552856-00,2502-09,Patriot Gas,2750 Main St,Susanville,CA,96130-4742, X,T,1,0,140,0,0,0,0,0,21,$18,40.410862,-120.636658,$18,0,I,2502,35170
170914,2502-114192-00,2502-09,COR Foothill Water Treatrdg,3100 Foothill Blvd,Redding,CA,96001,XX,F,2,0,0,0,0,30,0,0,55,$13,40.582796,-122.416428,$26,0,I,2502,35987
285029,2502-000000-00,2502-09,Auto World,105 N Spring Street,Susanville,CA,96130,XX,T,2,0,190,0,0,0,0,0,22,$30,40.414560,-120.642550,$61,24,T,2502,102627
286380,2502-000000-00,2502-09,Reliable R.V.,702-345 Johnstonville Rd,Susanville,CA,96130,X ,T,1,0,98,0,0,0,0,0,14,$9,40.392210,-120.592280,$9,0,T,2502,103914
295258,2502-000000-00,2502-09,Grocery Outlet,3685 Eureka Way,Redding,CA,96001,X ,F,1,0,0,0,0,6,0,0,22,$49,40.583990,-122.425500,$49,0,T,2502,112185
301567,2502-000000-00,2502-09,Trinity County Brewing Co.,301 Main Street,Weaverville,CA,96093,XX,R,2,0,0,0,40,0,0,0,0,$44,40.735900,-122.944330,$88,0,T,2502,118023
304262,2502-000000-00,2502-09,Valero/C-H FUEL,1480 Main Street,Weaverville,CA,96093, X,R,1,0,0,0,25,0,0,0,0,$23,40.719150,-122.927720,$23,0,T,2502,120612
306464,2502-000000-00,2502-09,Lumberjacks Restaurant,2795 Main Street,Susanville,CA,96130,XX,T,2,0,155,0,0,0,0,0,0,$51,40.410660,-120.636090,$101,0,T,2502,122716
320825,2502-000000-00,2502-09,Susanville Supermarket - Bakery Dept.,50 Grand Avenue,Susanville,CA,96130,XX,T,2,0,20,0,0,0,0,0,0,$43,40.417310,-120.653040,$86,0,I,2502,136049
321845,2502-000000-00,2502-09,Kopper Kettle,2535 Main Street,Susanville,CA,96130,XX,T,2,0,30,0,0,0,0,0,0,$40,40.412620,-120.638870,$81,0,T,2502,136996
323104,2502-000000-00,2502-09,Shasta Lodge,1245 Pine Street,Redding,CA,96001,XX,F,2,0,0,0,0,39,0,0,0,$330,40.587330,-122.390289,$659,8,T,2502,138187
323303,2502-000000-00,2502-09,Side Iron BBQ,724 Main Street,Susanville,CA,96130,XX,T,2,0,146,0,0,0,0,0,0,$38,40.418117,-120.661042,$76,0,T,2502,138357
282978,2502-000000-00,2502-09,Spirit Gas,2525 Main Street,Susanville,CA,96130,X ,T,1,0,130,0,0,0,0,0,56,$22,40.413120,-120.639210,$22,0,T,2502,100682
321167,2502-000000-00,2502-09,Rental Guys,1550 Chestnut Street,Susanville,CA,96130,XX,T,2,0,110,0,0,0,0,0,0,$19,40.423490,-120.648060,$38,1,I,2502,136359
323106,2502-000000-00,2502-09,Lassen College Food Service,478-200 CA-139,Susanville,CA,96130,XX,T,2,0,102,0,0,0,0,0,0,$82,40.443162,-120.627166,$165,0,T,2502,138189
171031,2502-119486-00,2502-09,Dudes Drive-In,1644 Hartnell Ave,Redding,CA,96002-2222,X ,W,1,0,0,50,0,0,0,0,28,$35,40.563751,-122.340958,$35,0,T,2502,36097
257406,2502-124324-00,2502-09,COR Fire Station #5,955 Hartnell Ave,Redding,CA,960022103,XX,W,2,0,0,15,0,0,0,0,124,$33,40.563820,-122.353409,$66,0,I,2502,36255
279032,2502-000000-00,2502-09,BLVD Body Shop,1045 Hartnell Ave,Redding,CA,96002,XX,W,2,0,0,75,0,0,0,0,36,$77,40.563550,-122.352170,$153,35,I,2502,96969
309354,2502-000000-00,2502-09,Lab 24,475 Knollcrest Drive,Redding,CA,96002,XX,W,2,0,0,25,0,0,0,0,0,$8,40.572410,-122.363170,$16,15,T,2502,125446
245985,2502-119099-00,2502-11,"Dr. Bergstrom, Buxa",3305 Placer St,Redding,CA,96001-2364,X ,T,1,0,25,0,0,0,0,0,40,$16,40.575440,-122.414993,$16,0,I,2502,36080
282117,2502-000000-00,2502-11,Surgery Center of Northern California,950 Butte Street,Redding,CA,96001,XX,TR,2,0,198,0,16,0,0,0,185,$470,40.586020,-122.385510,$940,326,T,2502,99882
285213,2502-000000-00,2502-11,Plumas Bank,1845 California Street,Redding,CA,96001, X,T,1,0,202,0,0,0,0,0,15,$21,40.580720,-122.390520,$21,0,T,2502,102805
294967,2502-000000-00,2502-11,7 Eleven,1860 Eureka Way,Redding,CA,96001,XX,F,2,0,0,0,0,2,0,0,66,$48,40.586460,-122.398760,$97,0,T,2502,111915
301827,2502-000000-00,2502-11,Riverview Golf & Country Club - Mats,4200 Bechelli Lane,Redding,CA,96002,XX,M,2,204,0,0,0,0,0,0,0,$37,40.544270,-122.362440,$73,0,T,2502,118278
320843,2502-000000-00,2502-11,Evergreen Roaster,2124 East Street,Redding,CA,96001,XX,R,2,0,0,0,164,0,0,0,0,$16,40.578700,-122.385760,$31,0,T,2502,136066
320844,2502-000000-00,2502-11,Redding Express Stop,1220 Shasta Street,Redding,CA,96001,XX,W,2,0,0,1,0,0,0,0,0,$24,40.587160,-122.389600,$48,0,I,2502,136067
299937,2502-000000-00,2502-11,Redding Rancheria Tribal Health,1441 Liberty Street,Redding,CA,96001,XX,R,2,0,0,0,198,0,0,0,0,$157,40.585810,-122.386900,$314,0,T,2502,116516
313249,2502-000000-00,2502-11,DHMF - NS - Endocrinology 104,2510 Airpark Drive Suite 104,Redding,CA,96001,XX,T,2,0,1,0,0,0,0,0,0,$50,40.570790,-122.401770,$100,0,T,2502,129075
206668,2502-111502-00,2502-11,Urban Retreat - D/S,"2515 Park Marina Dr, #103",Redding,CA,96001,XX,R,2,0,0,0,85,0,0,0,0,$0,40.576836,-122.371468,$0,0,T,2502,35904
245341,2502-117400-01,2502-11,Mercy Surgery Center,"2175 Rosaline Ave, Ste A",Redding,CA,96001-2509,XX,MWF,2,40,0,25,0,40,0,0,"1,156","$1,382",40.572899,-122.395622,"$2,764",682,I,2502,36048
262451,2502-118008-00,2502-11,Nuclear Medicine Assc,1950 Court St,Redding,CA,960011823,XX,T,2,0,12,0,0,0,0,0,225,$172,40.578980,-122.393928,$344,0,T,2502,36058
206029,2502-331780-00,2502-11,Frank Johnson's Uphol,1000 Locust St,Redding,CA,96001-2013, X,R,1,0,0,0,163,0,0,0,1,$15,40.578140,-122.384720,$15,0,I,2502,36381
283743,2502-000000-00,2502-11,SRMC - Dietary,1450 Liberty St,Redding,CA,96001,XX,W,2,0,0,2,0,0,0,0,103,$191,40.585470,-122.387040,$382,0,T,2502,101394
291124,2502-000000-00,2502-11,SC-Facilities - Maintenance,1958 Placer Street,Redding,CA,96001,XX,T,2,0,15,0,0,0,0,0,0,$70,40.580900,-122.397080,$140,132,T,2502,108365
299926,2502-000000-00,2502-11,Redding Rancheria Fitness,2000 Redding Rancheria Road,Redding,CA,96001,XX,M,2,100,0,0,0,0,0,0,0,$127,40.508200,-122.390940,$253,0,T,2502,116506
312249,2502-000000-00,2502-11,DH Mercy Outpatient Oncology,310 Hartnell Avenue,Redding,CA,96002,XX,M,2,1,0,0,0,0,0,0,0,$118,40.566640,-122.369390,$236,0,T,2502,128144
318788,2502-000000-00,2502-11,Centerville Community Services District,8930 Placer Road,Redding,CA,96001,XX,W,2,0,0,1,0,0,0,0,0,$35,40.545980,-122.464210,$71,30,I,2502,134153
319150,2502-000000-00,2502-11,HM Development Group (BD),1320 Yuba Street,Redding,CA,96001,XX,F,2,0,0,0,0,186,0,0,0,$0,40.580000,-122.390000,$0,0,T,2502,134489
254994,2502-112222-00,2502-11,Ramada Inn - House Account,1286 Twin View Blvd,Redding,CA,960031500,XX,W,2,0,0,205,0,0,0,0,0,$0,40.626552,-122.366389,$0,0,I,2502,35923
296918,2502-000000-00,2502-11,Riverview Golf & Country Club -Kitchen,4200 Bechelli Ln,Redding,CA,96002,XX,MR,2,205,0,0,284,0,0,0,77,$269,40.544270,-122.362440,$538,86,T,2502,113717
296978,2502-000000-00,2502-11,Riverview Golf & Country Club - F&B/Special Events,4200 Bechelli Lane,Redding,CA,96002,XX,M,2,207,0,0,0,0,0,0,310,$213,40.544270,-122.362440,$425,0,T,2502,113765
303672,2502-000000-00,2502-11,Americana Modern Hotel,1241 Market Street,Redding,CA,96001,XX,MWF,2,90,0,202,0,202,0,0,"1,333","$1,409",40.587140,-122.392010,"$2,819",0,T,2502,120049
304551,2502-000000-00,2502-11,Dr. Lamb,3000 Eureka Way,Redding,CA,96001,XX,F,2,0,0,0,0,150,0,0,0,$23,40.585600,-122.418060,$46,0,T,2502,120896
319580,2502-000000-00,2502-11,IROC Inc - Shasta Cancer Care Alliance,963 Butte Street,Redding,CA,96001,XX,R,2,0,0,0,1,0,0,0,0,$214,40.585570,-122.385240,$429,0,H,2502,134900
324545,2502-000000-00,2502-11,Country Organics,2745 Bechelli Lane,Redding,CA,96002,XX,R,2,0,0,0,1,0,0,0,0,$19,40.567277,-122.362384,$38,0,T,2502,139522
257404,2502-114747-00,2502-11,COR Fire Station #1 Rdg,1335 Shasta St,Redding,CA,960010625,XX,T,2,0,196,0,0,0,0,0,72,$33,40.586449,-122.391319,$65,0,I,2502,36002
300733,2502-000000-00,2502-11,Gold Street D/S,1459 Gold Street,Redding,CA,96001,XX,F,2,0,0,0,0,186,0,0,0,$0,40.579280,-122.389880,$0,0,T,2502,117244
312246,2502-000000-00,2502-11,DH Medical Foundation - 2624 Edith Ave,2624 Edith Avenue,Redding,CA,96001,XX,T,2,0,1,0,0,0,0,0,0,$54,40.571280,-122.398280,$107,0,T,2502,128141
313350,2502-000000-00,2502-11,DH - Internal Medicine,2336 Court Street,Redding,CA,96001,XX,W,2,0,0,1,0,0,0,0,0,$53,40.575070,-122.392900,$105,0,T,2502,129168
320947,2502-000000-00,2502-11,San Francisco Deli,2395 Athens Avenue,Redding,CA,96001,XX,R,2,0,0,0,1,0,0,0,0,$0,40.575290,-122.375960,$0,0,T,2502,136155
286766,2502-000000-00,2502-11,Shasta Eye Medical Group Store # 900 D/S,900 Butte Street,Redding,CA,96001,XX,T,2,0,200,0,0,0,0,0,0,$0,40.586080,-122.384950,$0,0,T,2502,104276
304550,2502-000000-00,2502-11,Dr. Lamb / Huang,3000 Eureka Way,Redding,CA,96001,XX,F,2,0,0,0,0,140,0,0,30,$24,40.585600,-122.418060,$47,0,T,2502,120895
171009,2502-118900-00,2502-11,Redding Urologic Asn,2626 Edith Ave Suite C,Redding,CA,96001-3043, X,T,1,0,150,0,0,0,0,0,21,$23,40.571442,-122.397499,$23,0,T,2502,36074
242462,2502-119200-00,2502-11,Dr Randy Tate,2888 Eureka Way,Redding,CA,96001-0221,X ,M,1,82,0,0,0,0,0,0,32,$69,40.585541,-122.415871,$69,0,T,2502,36083
287627,2502-000000-00,2502-11,Grant School DS,8835 Swasey Dr,Redding,CA,96001,XX,M,2,86,0,0,0,0,0,0,0,$0,40.540930,-122.473490,$0,0,T,2502,105094
294319,2502-000000-00,2502-11,Kiwanis House,1200 Tehama Street,Redding,CA,96001,XX,W,2,0,0,4,0,0,0,0,40,$30,40.586150,-122.389180,$60,0,I,2502,111333
300580,2502-000000-00,2502-11,Redding Rancheria D/S,2000 Redding Rancheria Road,Redding,CA,96001,XX,M,2,104,0,0,0,0,0,0,0,$0,40.508200,-122.390940,$0,0,T,2502,117107
312250,2502-000000-00,2502-11,DH Nuclear Medicince Clinic,2780 Eureka Way,Redding,CA,96001,XX,M,2,1,0,0,0,0,0,0,0,$70,40.586090,-122.412430,$140,0,T,2502,128145
317650,2502-000000-00,2502-11,Win River Mini Mart,2415 South Bonnyview Road,Redding,CA,96001,XX,R,2,0,0,0,1,0,0,0,0,$90,40.529300,-122.380670,$180,0,I,2502,133098
210370,2502-113224-00,2502-11,Dr Nilges,2400 Washington Ave,Redding,CA,96001-2802,XX,R,2,0,0,0,110,0,0,0,17,$33,40.577591,-122.371437,$66,5,T,2502,35963
274936,2502-000000-00,2502-11,OBSIDIAN ,2770 Eureka Way,Redding,CA,960010223,X ,M,1,79,0,0,0,0,0,0,10,$16,40.585870,-122.412030,$16,0,T,2502,93096
285028,2502-000000-00,2502-11,Surgery Center of Northern Ca - D/S,950 Butte Street,Redding,CA,96001,XX,TR,2,0,199,0,15,0,0,0,0,$0,40.586020,-122.385510,$0,0,T,2502,102626
285331,2502-000000-00,2502-11,Dr. Parvin Carter DDS,1548 East Street,Redding,CA,96001,XX,W,2,0,0,182,0,0,0,0,8,$45,40.584340,-122.388440,$90,12,H,2502,102917
312248,2502-000000-00,2502-11,DH Mercy Medical Foundation,2510 Airpark Drive #301,Redding,CA,96001,XX,T,2,0,1,0,0,0,0,0,0,$65,40.570790,-122.401770,$130,0,T,2502,128143
232978,2502-111144-00,2502-11,Dr. Kahn,2415 Sonoma St - Suite A,Redding,CA,960012704,XX,M,2,60,0,0,0,0,0,0,66,$0,40.573360,-122.404910,$0,0,T,2502,35892
234254,2502-118812-00,2502-11,Dr. Huang,3000 Eureka Way,Redding,CA,96001-0184,XX,F,2,0,0,0,0,160,0,0,10,$23,40.585381,-122.417831,$46,0,T,2502,36069
276959,2502-000000-00,2502-11,Munchkin University,2620 Railroad Ave,Redding,CA,96001,X ,T,1,0,165,0,0,0,0,0,19,$12,40.571860,-122.391360,$12,0,T,2502,95012
277795,2502-000000-00,2502-11,Shasta Pathology Associates,1725 Gold St,Redding,CA,96001,XX,T,2,0,179,0,0,0,0,0,80,$127,40.578040,-122.392380,$254,0,T,2502,95795
296977,2502-000000-00,2502-11,Riverview Golf & Country Club - Pro Shop,4200 Bechelli Lane,Redding,CA,96002,XX,MR,2,206,0,0,285,0,0,0,150,$275,40.544270,-122.362440,$549,0,T,2502,113764
299939,2502-000000-00,2502-11,Redding Rancheria Medical,1441 Liberty Street,Redding,CA,96001,XX,R,2,0,0,0,199,0,0,0,0,$231,40.585810,-122.386900,$462,0,T,2502,116518
307691,2502-000000-00,2502-11,Hilton Garden Inn,5050 Bechelli Lane,Redding,CA,96002,XX,R,2,0,0,0,1,0,0,0,0,$150,40.537880,-122.353010,$299,0,T,2502,123873
319336,2502-000000-00,2502-11,Pourboys Tapyard,2040 Waldon Street,Redding,CA,96001,XX,F,2,0,0,0,0,1,0,0,0,$15,40.578700,-122.391360,$29,0,T,2502,134664
244614,2502-112184-01,2502-11,Court St Surgery - D/S,2184 Court St,Redding,CA,96001-2530,XX,MWF,2,30,0,30,0,30,0,0,0,$0,40.576567,-122.392902,$0,0,T,2502,35922
245984,2502-112790-00,2502-11,Shasta Learning Center,2200 Eureka Way,Redding,CA,96001-0337,XX,F,2,0,0,0,0,1,0,0,11,$14,40.586558,-122.403553,$28,0,T,2502,35949
278815,2502-000000-00,2502-11,RCC - Maintenance ,3994 Golf Drive,Redding,CA,96002,XX,R,2,0,0,0,283,0,0,0,0,$41,40.548940,-122.365170,$81,0,T,2502,96765
300757,2502-000000-00,2502-11,SRMC - Prime EVS,1450 Liberty Street,Redding,CA,96001,XX,MWF,2,1,0,1,0,1,0,0,0,$476,40.585470,-122.387040,$952,0,T,2502,117265
319581,2502-000000-00,2502-11,IROC Inc - Shasta Cancer Care Alliance,310 Hartnell Avenue #B,Redding,CA,96002,XX,M,2,1,0,0,0,0,0,0,0,$53,40.566640,-122.369390,$106,0,H,2502,134901
321515,2502-000000-00,2502-11,Redding Rancheria Center for Advanced Care,3305 Placer Street Suite B,Redding,CA,96001,Y ,W,0,0,0,1,0,0,0,0,0,$29,40.575140,-122.414590,$0,0,H,2502,136688
286767,2502-000000-00,2502-11,Shasta Eye Medical Group Store # 3190 D/S,3190 Churn Creek Rd,Redding,CA,96002,XX,M,2,215,0,0,0,0,0,0,0,$0,40.561040,-122.353500,$0,0,T,2502,104277
323543,2502-000000-00,2502-11,Prestige Urgent Care,1230 East Street Suite A,Redding,CA,96001,XX,W,2,0,0,1,0,0,0,0,0,$76,40.587662,-122.389824,$152,0,H,2502,138585
257330,2502-054145-00,2502-11,COR Fire Station #3 Rdg,4255 Westside Rd,Redding,CA,960013798,XX,T,2,0,425,0,0,0,0,0,88,$27,40.553551,-122.389183,$53,0,I,2502,35703
170808,2502-111111-00,2502-11,Redding Dermatology,2107 Airpark Dr,Redding,CA,96001-2433,XX,T,2,0,402,0,0,0,0,0,40,$93,40.574928,-122.404846,$186,0,T,2502,35889
244613,2502-112184-00,2502-11,Court St Surgery,2184 Court St,Redding,CA,96001-2530,XX,MWF,2,30,0,30,0,30,0,0,809,$879,40.576567,-122.392902,"$1,759",285,T,2502,35921
251567,2502-117000-00,2502-11,Redding Endoscopy,2179 Court Street,Redding,CA,960012519,XX,MWF,2,35,0,22,0,35,0,0,"1,064",$589,40.576990,-122.392690,"$1,178",0,T,2502,36042
268784,2502-000000-00,2502-11,Prestige Urgent Care,3689 Eureka Way,Redding,CA,960010177,XX,F,2,0,0,0,0,170,0,0,24,$59,40.583818,-122.426526,$118,0,T,2502,87827
274672,2502-000000-00,2502-11,Disappearing Act,2143 Airpark Dr,Redding,CA,960012433,XX,T,2,0,395,0,0,0,0,0,49,$121,40.574520,-122.404910,$242,36,T,2502,92843
277399,2502-000000-00,2502-11,RCC - Facility Services ,4200 Bechelli Ln,Redding,CA,96002,XX,R,2,0,0,0,282,0,0,0,0,$0,40.544270,-122.362440,$0,0,T,2502,95431
308074,2502-000000-00,2502-11,Northern Valley Catholic Social Services,2400 Washington Avenue,Redding,CA,96001,X ,R,1,0,0,0,1,0,0,0,0,$26,40.577440,-122.372310,$26,0,T,2502,124233
317006,2502-000000-00,2502-11,Skin Solutions by Renew,1700 Market Street,Redding,CA,96001,XX,T,2,0,205,0,0,0,0,0,0,$46,40.582110,-122.390420,$92,0,H,2502,132498
235213,2502-051540-00,2502-11,SRMC - Prime Health Care,1450 Liberty St,Redding,CA,96001-0838,XX,W,2,0,0,3,0,0,0,0,374,$335,40.585118,-122.386904,$670,0,I,2502,35544
225431,2502-111327-00,2502-11,Tri Co. Bank   #111,1327 South St,Redding,CA,96001-1911,X ,W,1,0,0,115,0,0,0,0,9,$27,40.580929,-122.388817,$27,0,I,2502,35900
215801,2502-125117-00,2502-11,SDX Shasta Regional RMC#39855001,1100 Butte St,Redding,CA,96001-0852,XX,W,2,0,0,1,0,0,0,0,192,$83,40.585320,-122.386879,$165,0,I,2502,36273
267378,2502-000000-00,2502-11,Cafe Pagato,"1031 Butte St, Ste 120",Redding,CA,960010826,XX,W,2,0,0,183,0,0,0,0,19,$22,40.585541,-122.386124,$44,0,T,2502,86721
295355,2502-000000-00,2502-11,Cafe Pagato At Mercy,2175 Rosaline Ave.,Redding,CA,96001,XX,M,2,45,0,0,0,0,0,0,14,$45,40.571420,-122.395880,$89,0,T,2502,112278
324428,2502-000000-00,2502-11,Sunsational Tanning,2866 Park Marina Drive,Redding,CA,96001, X,R,1,0,0,0,1,0,0,0,0,$26,40.573318,-122.374580,$26,0,T,2502,139408
207519,2502-332619-00,2502-11,Shasta High Food Court,2500 Eureka Way,Redding,CA,96001-0335,XX,F,2,0,0,0,0,1,0,0,17,$100,40.586208,-122.407944,$201,0,T,2502,36390
283677,2502-000000-00,2502-11,Dr. Kahn - Cardiovascular Surgical Center,2415 Sonoma St - Suite C,Redding,CA,96001,XX,M,2,61,0,0,0,0,0,0,132,$0,40.573360,-122.404910,$0,0,T,2502,101332
291128,2502-000000-00,2502-11,SC-Fleet Management,1654 Court Street,Redding,CA,96001,XX,T,2,0,14,0,0,0,0,0,49,$38,40.581340,-122.395000,$76,49,T,2502,108369
296979,2502-000000-00,2502-11,Riverview Golf & Country Club - Locker Room,4200 Bechelli Lane,Redding,CA,96002,XX,M,2,208,0,0,0,0,0,0,419,$62,40.544270,-122.362440,$123,0,T,2502,113766
299929,2502-000000-00,2502-11,Redding Rancheria Senior Nutrition,2000 Redding Rancheria Road,Redding,CA,96001,XX,M,2,102,0,0,0,0,0,0,0,$20,40.508200,-122.390940,$41,0,T,2502,116509
312252,2502-000000-00,2502-11,DH Medical Foundation Redding,1755 Court Street,Redding,CA,96001,XX,M,2,1,0,0,0,0,0,0,0,$51,40.580570,-122.394190,$103,0,T,2502,128147
320398,2502-000000-00,2502-11,Capturing the Essence Salt Cave,1506 Market Street,Redding,CA,96001, X,F,1,0,0,0,0,1,0,0,0,$0,40.583510,-122.390580,$0,0,T,2502,135654
264713,2502-000000-00,2502-11,"Cascade Paint Supply, Inc",1220 California St,Redding,CA,960010629, X,T,1,0,180,0,0,0,0,0,16,$30,40.587238,-122.393509,$30,0,I,2502,84746
280564,2502-000000-00,2502-11,Wellness One Chiropractic DS,2515 Park Marina Ave Ste 101,Redding,CA,96001,X ,R,1,0,0,0,35,0,0,0,0,$0,40.571820,-122.377050,$0,0,T,2502,98416
290869,2502-000000-00,2502-11,Hill Country Health & Wellness Center,1401 Gold Street,Redding,CA,96001,XX,F,2,0,0,0,0,1,0,0,18,$34,40.579620,-122.389040,$68,0,H,2502,108128
298434,2502-000000-00,2502-11,Larkspur Optometry -DS,2620 Larkspur Ln Suite L,Redding,CA,96002,XX,R,2,0,0,0,289,0,0,0,0,$0,40.569050,-122.355770,$0,0,T,2502,115118
299944,2502-000000-00,2502-11,Redding Rancheria Head Start,2000 Redding Rancheria Road,Redding,CA,96001,XX,M,2,103,0,0,0,0,0,0,0,$35,40.508200,-122.390940,$71,0,T,2502,116523
301105,2502-000000-00,2502-11,Elliott Acupuncture,1839 Sonoma St,Redding,CA,96001,XX,W,2,0,0,51,0,0,0,0,0,$89,40.585420,-122.398050,$179,0,T,2502,117580
310130,2502-000000-00,2502-11,Epic Orthopaedics,2622 Edith Avenue,Redding,CA,96001,XX,T,2,0,1,0,0,0,0,0,0,$34,40.571470,-122.397550,$69,0,T,2502,126173
316484,2502-000000-00,2502-11,"Redding Family Medical Group, Inc.",2510 Airpark Drive Suite 201,Redding,CA,96001,XX,T,2,0,155,0,0,0,0,0,0,$101,40.570790,-122.401770,$202,0,H,2502,132019
318787,2502-000000-00,2502-11,Orchard Nutrition,221 Locust Street,Redding,CA,96001,XX,R,2,0,0,0,1,0,0,0,0,$94,40.573310,-122.374560,$189,0,T,2502,134152
321728,2502-000000-00,2502-11, DH Wound Care - Mercy Medical Center,1950 Rosaline Avenue Suite A,Redding,CA,96001,XX,MTWRF,2,1,1,1,1,1,0,0,0,$739,40.573570,-122.394630,"$1,478",56,H,2502,136885
262225,2502-115500-00,2502-11,Apogee Surgery Center,1238 West St,Redding,CA,960010415,XX,MWF,2,10,0,7,0,10,0,0,717,$498,40.585541,-122.398361,$995,267,T,2502,36015
