textbox1,CustomerNum,stmt_freq,acct_type,dlvr_cd,trip_days,install_dt,acct_avg_volume,dlvr_name,stop_min,AverageMaintenanceRevenue,dlvr_addr,CalculationName,envrn_chrg_pct,AverageReplacementRevenue,dlvr_city,upchrg_dscnt,AverageDirectSales,empl_num,item_num,item_desc,size_misc,identity,identity2,reg_invty_qty,spec_invty_qty,unit_price,price_chng_dt,flat_rate_min,dlvr_freq,avg_delivery,item_avg_volume
Plant 2502,303441,05L,TIE,WKLY,..W....,9/30/2020,$52.22 ,California Dance Company,$20.00 ,11.6,2150 Marx Way #1,IM: Quantity Delivered,8.00%,0,"Anderson, CA",24.00%,38.37,0,70701800,"MICRO F MOP-18""",na, ,,25,0,0.99,12/23/2024,100%,7017,0,0
Plant 2502,303441,05L,TIE,WKLY,..W....,9/30/2020,$52.22 ,California Dance Company,$20.00 ,11.6,2150 Marx Way #1,IM: Quantity Delivered,8.00%,0,"Anderson, CA",24.00%,38.37,0,76080406,MAT-NY/RB-OX GRY-4X6,4'X6', ,,1,0,6.6,12/23/2024,100%,7017,0,0
Plant 2502,303441,05L,TIE,WKLY,..W....,9/30/2020,$52.22 ,California Dance Company,$20.00 ,11.6,2150 Marx Way #1,IM: Quantity Delivered,8.00%,0,"Anderson, CA",24.00%,38.37,0,80320000,CENTER PULL 600' WHT,na, ,,1,0,44,12/23/2024,0,7027,0,0
Plant 2502,303441,05L,TIE,WKLY,..W....,9/30/2020,$52.22 ,California Dance Company,$20.00 ,11.6,2150 Marx Way #1,IM: Quantity Delivered,8.00%,0,"Anderson, CA",24.00%,38.37,0,80400000,JUMBO BTH TISS 12/CS,na, ,,1,0,53.9,12/23/2024,0,7027,0,0
Plant 2502,303441,05L,TIE,WKLY,..W....,9/30/2020,$52.22 ,California Dance Company,$20.00 ,11.6,2150 Marx Way #1,IM: Quantity Delivered,8.00%,0,"Anderson, CA",24.00%,38.37,0,81342433,CANLNER-10-15G-24X33,na, ,,1,0,49.5,12/23/2024,0,7027,0,0
Plant 2502,303441,05L,TIE,WKLY,..W....,9/30/2020,$52.22 ,California Dance Company,$20.00 ,11.6,2150 Marx Way #1,IM: Quantity Delivered,8.00%,0,"Anderson, CA",24.00%,38.37,0,81363339,CANLNER-33G-33X39 BL,na, ,,1,0,22,12/23/2024,0,7027,0,0
Plant 2502,303441,05L,TIE,WKLY,..W....,9/30/2020,$52.22 ,California Dance Company,$20.00 ,11.6,2150 Marx Way #1,IM: Quantity Delivered,8.00%,0,"Anderson, CA",24.00%,38.37,0,81384046,CANLNER-45G-40X46 BL,na, ,,1,0,33,12/23/2024,0,7027,0,0
Plant 2502,303441,05L,TIE,WKLY,..W....,9/30/2020,$52.22 ,California Dance Company,$20.00 ,11.6,2150 Marx Way #1,IM: Quantity Delivered,8.00%,0,"Anderson, CA",24.00%,38.37,0,82400000,FM-FOAM SANITIZER CS,na, ,,1,0,78.72,12/23/2024,0,7027,0,0
Plant 2502,303441,05L,TIE,WKLY,..W....,9/30/2020,$52.22 ,California Dance Company,$20.00 ,11.6,2150 Marx Way #1,IM: Quantity Delivered,8.00%,0,"Anderson, CA",24.00%,38.37,0,82690000,FM-ANTIBAC FOAM SOAP,na, ,,1,0,42.53,12/23/2024,0,7027,0,0
Plant 2502,295027,75L,TIE,WKLY,.T.....,4/4/2019,$125.35 ,California Dept. of Forestry & Fire Protection,$0.00 ,0,604 Antelope Blvd.,IM: Quantity Delivered,0.00%,0,"Red Bluff, CA",0.00%,0,0,12240000,Towel-Shop-Dyed,, ,,500,0,0.05,4/4/2019,107.5,7059,250,26.88
Plant 2502,295027,75L,TIE,WKLY,.T.....,4/4/2019,$125.35 ,California Dept. of Forestry & Fire Protection,$0.00 ,0,604 Antelope Blvd.,IM: Quantity Delivered,0.00%,0,"Red Bluff, CA",0.00%,0,0,12940000,COVER-FENDER-AUTO,36X60, ,,2,0,0.75,4/4/2019,6.45,7059,2,1.61
Plant 2502,295027,75L,TIE,WKLY,.T.....,4/4/2019,$125.35 ,California Dept. of Forestry & Fire Protection,$0.00 ,0,604 Antelope Blvd.,IM: Quantity Delivered,0.00%,0,"Red Bluff, CA",0.00%,0,0,44320000,LAUNDRY BAG-PVC-LG,28X36, ,,4,0,0.5,2/12/2025,8.6,7059,0,0
Plant 2502,295027,75L,TIE,WKLY,.T.....,4/4/2019,$125.35 ,California Dept. of Forestry & Fire Protection,$0.00 ,0,604 Antelope Blvd.,IM: Quantity Delivered,0.00%,0,"Red Bluff, CA",0.00%,0,0,76080304,MAT-NY/RB-OX GRY-3X4,3'X4', ,,1,0,3.5,4/4/2019,15.05,7059,1,3.76
Plant 2502,295027,75L,TIE,WKLY,.T.....,4/4/2019,$125.35 ,California Dept. of Forestry & Fire Protection,$0.00 ,0,604 Antelope Blvd.,IM: Quantity Delivered,0.00%,0,"Red Bluff, CA",0.00%,0,0,76140304,MAT-NYL/RUBR-SAFETY,3'X4', ,,1,0,3.5,4/4/2019,15.05,7059,1,3.76
Plant 2502,295027,75L,TIE,WKLY,.T.....,4/4/2019,$125.35 ,California Dept. of Forestry & Fire Protection,$0.00 ,0,604 Antelope Blvd.,IM: Quantity Delivered,0.00%,0,"Red Bluff, CA",0.00%,0,0,80121100,TOWEL-ROLL-WHITE-LRG,"11""", ,,5,0,5,4/4/2019,107.5,7059,5,26.88
Plant 2502,295027,75L,TIE,WKLY,.T.....,4/4/2019,$125.35 ,California Dept. of Forestry & Fire Protection,$0.00 ,0,604 Antelope Blvd.,IM: Quantity Delivered,0.00%,0,"Red Bluff, CA",0.00%,0,0,85070000,@RECOND F8 CRT DISP ,      , ,,1,0,0,4/4/2019,0,7059,0,0
Plant 2502,295027,75L,TIE,WKLY,.T.....,4/4/2019,$125.35 ,California Dept. of Forestry & Fire Protection,$0.00 ,0,604 Antelope Blvd.,IM: Quantity Delivered,0.00%,0,"Red Bluff, CA",0.00%,0,1,17805400,Coat-Shop-Nvy-Dc-Grp,54,DOUG DOUG,,4,0,0.85,4/4/2019,14.62,7059,0,3.66
Plant 2502,295027,75L,TIE,WKLY,.T.....,4/4/2019,$125.35 ,California Dept. of Forestry & Fire Protection,$0.00 ,0,604 Antelope Blvd.,IM: Quantity Delivered,0.00%,0,"Red Bluff, CA",0.00%,0,1,18435402,Coveral-Navy Blue-Dc,54R,DOUG DOUG,,7,0,0.85,4/4/2019,25.59,7059,0,6.4
Plant 2502,295027,75L,TIE,WKLY,.T.....,4/4/2019,$125.35 ,California Dept. of Forestry & Fire Protection,$0.00 ,0,604 Antelope Blvd.,IM: Quantity Delivered,0.00%,0,"Red Bluff, CA",0.00%,0,2,18125603,Coveral-Navy-Cot,56L,COREY S COREY S,,11,0,0.85,4/4/2019,40.21,7059,0,10.05
Plant 2502,295027,75L,TIE,WKLY,.T.....,4/4/2019,$125.35 ,California Dept. of Forestry & Fire Protection,$0.00 ,0,604 Antelope Blvd.,IM: Quantity Delivered,0.00%,0,"Red Bluff, CA",0.00%,0,3,18434402,Coveral-Navy Blue-Dc,44R,JAKE JAKE,,11,0,0.85,4/4/2019,40.21,7059,0,10.05
Plant 2502,295027,75L,TIE,WKLY,.T.....,4/4/2019,$125.35 ,California Dept. of Forestry & Fire Protection,$0.00 ,0,604 Antelope Blvd.,IM: Quantity Delivered,0.00%,0,"Red Bluff, CA",0.00%,0,4,18125602,Coveral-Navy-Cot,56R,DAVE DAVE,,11,0,0.85,4/4/2019,40.21,7059,0,10.05
Plant 2502,295027,75L,TIE,WKLY,.T.....,4/4/2019,$125.35 ,California Dept. of Forestry & Fire Protection,$0.00 ,0,604 Antelope Blvd.,IM: Quantity Delivered,0.00%,0,"Red Bluff, CA",0.00%,0,9,18434602,COVERAL-NAVY BLUE-DC,46R,HUNTER HUNTER,,11,0,0.85,2/28/2024,40.21,7059,0,0
Plant 2502,295027,75L,TIE,WKLY,.T.....,4/4/2019,$125.35 ,California Dept. of Forestry & Fire Protection,$0.00 ,0,604 Antelope Blvd.,IM: Quantity Delivered,0.00%,0,"Red Bluff, CA",0.00%,0,10,18434402,Coveral-Navy Blue-Dc,44R,JOSH JOSH,,11,0,0.85,2/28/2024,40.21,7059,0,0
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,0,11641629,TOWEL-GLASS,16X29, ,,150,0,0.14,6/5/2018,100%,7017,150,21
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,0,12221818,Towel-Shop-Blue,, ,,210,0,0.075,12/5/2023,100%,7017,200,14.7
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,0,12240000,Towel-Shop-Dyed,, ,,20,0,0.06,2/12/2018,100%,7017,25,1.5
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,0,12240000,Towel-Shop-Dyed,, ,,50,0,0.05,7/10/2020,100%,7017,0,0
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,0,12940000,COVER-FENDER-AUTO,36X60, ,,2,0,0.5,2/12/2018,100%,7017,2,1
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,0,70622400,Dust Mop-24 Untreate,      , ,,1,0,0.5,7/10/2020,100%,7017,0,0
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,0,76080304,MAT-NY/RB-OX GRY-3X4,3'X4', ,,8,0,2,7/10/2020,100%,7017,0,0
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,0,76080304,MAT-NY/RB-OX GRY-3X4,3'X4', ,,12,0,2.68,12/5/2023,100%,7017,12,30
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,0,76080310,MAT-NY/RB-OX GRY3X10,3'X10', ,,8,0,4.82,12/5/2023,100%,7017,8,36
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,0,76080310,MAT-NY/RB-OX GRY3X10,3'X10', ,,5,0,4,7/10/2020,100%,7017,0,0
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,0,76080406,MAT-NY/RB-OX GRY-4X6,4'X6', ,,4,0,3.75,12/5/2023,100%,7017,4,14
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,0,76080406,MAT-NY/RB-OX GRY-4X6,4'X6', ,,5,0,3,7/10/2020,100%,7017,0,0
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,0,76280406,MAT-OXF GRY-MHL-4X6,4'X6', ,,5,0,5,2/12/2018,100%,7017,5,25
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,0,86940305,Mat-Kleen-Scrape-3x5,3'X5' , ,,2,0,2,7/10/2020,100%,7017,0,0
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,0,86970305,MAT-SUPERSCRAPE PLUS,na, ,,10,0,2.14,12/5/2023,100%,7017,0,20
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,2,13493002,JCKT-WAIST-SLPKT-NVY,LR,BEN BEN,,2,0,0.55,12/6/2021,50%,7017,0,0
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,2,13495002,JCKT-WAIST-SLPKT-NVY,2XLR,KOOP SHERMAN,,2,0,0.59,12/5/2023,100%,7017,0,1.1
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,2,21053632,Pant-Ind-Navy-*,F32,BEN BEN,,11,0,0.32,11/2/2021,100%,7017,0,0
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,2,21793834,PANT-FLEX-CARGO-NVY,38X34,KOOP SHERMAN,,11,0,0.41,12/5/2023,100%,7017,0,4.18
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,2,31293000,SHIRT NAVYBLU IND LG,L,BEN BEN,,11,0,0.22,11/2/2021,100%,7017,0,0
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,2,31295000,SHIRT NAVYBLU IND 2X,2XL,KOOP SHERMAN,,10,0,0.33,12/5/2023,100%,7017,0,3
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,2,32704000,SHT-SS POLO PRO NVY,XL,KOOP SHERMAN,,1,0,0.3,12/5/2023,100%,7017,0,0.28
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,2,33305035,Shirt-Nvyblu-Dc65-Ls,2XL L,KOOP SHERMAN,,1,0,0.33,12/5/2023,100%,7017,0,0.3
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,3,13495002,JCKT-WAIST-SLPKT-NVY,2XLR,LEE ROBBINS,,2,0,0.59,12/5/2023,100%,7017,0,1.1
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,3,18435202,Coveral-Navy Blue-Dc,52R,LEE ROBBINS,,1,0,0.59,12/5/2023,100%,7017,0,0.55
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,3,21794630,PANT-FLEX-CARGO-NVY,46X30,LEE ROBBINS,,11,0,0.41,12/5/2023,100%,7017,0,4.18
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,3,31296000,SHIRT NAVYBLU IND 3X,3XL,LEE ROBBINS,,11,0,0.33,12/5/2023,100%,7017,0,3.3
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,3,32706000,SHT-SS POLO PRO NVY,3XL,LEE ROBBINS,,1,0,0.3,12/5/2023,100%,7017,0,0
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,4,13496002,JCKT-WAIST-SLPKT-NVY,3XLR,CHARLEY MABREY,,2,0,0.59,12/5/2023,100%,7017,0,1.1
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,4,18435402,Coveral-Navy Blue-Dc,54R,CHARLEY MABREY,,11,0,0.59,12/5/2023,100%,7017,0,0
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,6,13494002,JCKT-WAIST-SLPKT-NVY,XLR,ROBERT PARKINSON,,2,0,0.59,12/5/2023,100%,7017,0,1.1
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,6,21793832,PANT-FLEX-CARGO-NVY,38X32,ROBERT PARKINSON,,11,0,0.41,12/5/2023,100%,7017,0,4.18
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,6,31294000,SHIRT NAVYBLU IND XL,XL,ROBERT PARKINSON,,11,0,0.33,12/5/2023,100%,7017,0,3.3
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,6,32704000,SHT-SS POLO PRO NVY,XL,ROBERT PARKINSON,,1,0,0.3,12/5/2023,100%,7017,0,0.28
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,7,13494002,JCKT-WAIST-SLPKT-NVY,XLR,DAVID CHANDLER,,2,0,0.59,12/5/2023,100%,7017,0,1.1
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,7,18434603,COVERAL-NAVY BLUE-DC,46L,DAVID CHANDLER,,11,0,0.59,12/5/2023,100%,7017,0,6.05
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,7,32704000,SHT-SS POLO PRO NVY,XL,DAVID CHANDLER,,1,0,0.3,12/5/2023,100%,7017,0,0.28
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,9,13496002,JCKT-WAIST-SLPKT-NVY,3XLR,GARY COVELLI,,2,0,0.59,12/5/2023,100%,7017,0,1.1
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,9,18435402,Coveral-Navy Blue-Dc,54R,GARY COVELLI,,1,0,0.59,12/5/2023,100%,7017,0,0.55
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,9,21794030,PANT-FLEX-CARGO-NVY,40X30,GARY COVELLI,,11,0,0.41,12/5/2023,100%,7017,0,4.18
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,9,31296000,SHIRT NAVYBLU IND 3X,3XL,GARY COVELLI,,11,0,0.33,12/5/2023,100%,7017,0,3.3
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,9,32706000,SHT-SS POLO PRO NVY,3XL,GARY COVELLI,,1,0,0.3,12/5/2023,100%,7017,0,0.28
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,10,13495002,JCKT-WAIST-SLPKT-NVY,2XLR,AUG MIKE,,2,0,0.59,12/5/2023,100%,7017,0,1.1
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,10,18435202,Coveral-Navy Blue-Dc,52R,AUG MIKE,,1,0,0.59,12/5/2023,100%,7017,0,0.55
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,10,21794232,PANT-FLEX-CARGO-NVY,42X32,AUG MIKE,,11,0,0.41,12/5/2023,100%,7017,0,4.18
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,10,31295000,SHIRT NAVYBLU IND 2X,2XL,AUG MIKE,,11,0,0.33,12/5/2023,100%,7017,0,3.3
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,10,32705000,SHT-SS POLO PRO NVY,2XL,AUG MIKE,,1,0,0.3,12/5/2023,100%,7017,0,0.28
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,11,13493002,JCKT-WAIST-SLPKT-NVY,LR,TONY MILLER,,2,0,0.59,12/5/2023,100%,7017,0,1.1
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,11,21793634,PANT-FLEX-CARGO-NVY,36X34,TONY MILLER,,11,0,0.41,12/5/2023,100%,7017,0,4.18
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,11,31293000,SHIRT NAVYBLU IND LG,L,TONY MILLER,,6,0,0.33,12/5/2023,100%,7017,0,1.8
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,11,32704000,SHT-SS POLO PRO NVY,XL,TONY MILLER,,1,0,0.3,12/5/2023,100%,7017,0,0.28
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,11,33303035,SHIRT-NVYBLU-DC65-LS,LL,TONY MILLER,,5,0,0.33,12/5/2023,100%,7017,0,1.5
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,12,13496002,JCKT-WAIST-SLPKT-NVY,3XLR,JIMMY PALMER,,2,0,0.59,12/5/2023,100%,7017,0,1.1
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,12,18435402,Coveral-Navy Blue-Dc,54R,JIMMY PALMER,,2,0,0.59,12/5/2023,100%,7017,0,1.1
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,12,21794428,PANT-FLEX-CARGO-NVY,44X28,JIMMY PALMER,,11,0,0.41,12/5/2023,100%,7017,0,4.18
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,12,33306035,Shirt-Nvyblu-Dc65-Ls,3XL L,JIMMY PALMER,,11,0,0.33,12/5/2023,100%,7017,0,1.5
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,13,13494002,JCKT-WAIST-SLPKT-NVY,XLR,DEAN HOUGHES,,2,0,0.59,12/5/2023,100%,7017,0,1.1
Plant 2502,288386,09L,IND,WKLY,.T.....,2/12/2018,$55.35 ,California Highway Patrol,$0.00 ,0,472-400 Diamond Crest Rd,IM: Quantity Delivered,0.00%,0,"Susanville, CA",0.00%,0,13,18435002,COVERAL-NAVY BLUE-DC,50R,DEAN HOUGHES,,11,0,0.59,12/5/2023,100%,7017,0,6.05
