customer_number,route_number,account_name,address,city,state,zip_code,service_days,avg_wkly_volume,latitude,longitude,uniform_customer
261278,2502-75,Crossland 6 - D/S,8215 Ca-99 E,Los Molinos,CA,96055,W,$0 ,40.034222,-122.09991,0
257410,2502-75,COR Fire Station 7 Redding,3772 Flight Ave,Redding,CA,960029387,R,$44 ,40.50941,-122.300998,0
194151,2502-75,Simpson Events,2211 College View Dr,Redding,CA,96003-8601,R,$108 ,40.617908,-122.330139,0
264798,2502-75,"Angelos Classic Import Serv, Inc",2668 Hartnell Ave,Redding,CA,960022317,R,$33 ,40.56378,-122.320972,30
324050,2502-75,Eddie Axner Construction,5249 Old Oregon Trail,Redding,CA,96002,R,$31 ,40.531451,-122.295936,15
171613,2502-75,Babcock's Equip Repair,5490 Churn Creek Rd,Redding,CA,96002-4028,R,$22 ,40.535339,-122.343368,4
257409,2502-75,COR Redding Airport,6751 Woodrum Cir,Redding,CA,960029386,R,$35 ,40.507011,-122.300392,0
251923,2502-75,Garden Equipped,8693 Airport Rd,Redding,CA,960029216,R,$0 ,40.539872,-122.302782,0
295027,2502-75,California Dept. of Forestry & Fire Protection,604 Antelope Blvd.,Red Bluff,CA,96080,T,$125 ,40.18591,-122.20362,30
273694,2502-75,FN - North Valley Services,502 Lucknow Ave,Red Bluff,CA,960802040,T,$149 ,40.19788,-122.2068,0
279403,2502-75,The Village At Child's Meadow - Seasonal Hold,41500 Hwy 36 E,Millcreek,CA,96061,F,$322 ,36.33272,-119.26066,0
171093,2502-75,Holiday Mkt #34 Groc,20635 Gas Point Rd,Cottonwood,CA,96022-9295,F,$80 ,40.389332,-122.287468,0
244194,2502-75,Us Forest Service,6101 Airport Rd,Redding,CA,960029422,R,$27 ,40.519291,-122.30275,0
170297,2502-75,Fast Track Gas,8099 CA-99 E,Los Molinos,CA,96055,W,$0 ,40.030935,-122.099937,0
170411,2502-75,Jackson Heights School,225 Jackson St,Red Bluff,CA,96080-3956,T,$0 ,40.170448,-122.237839,0
273693,2502-75,FN - North Valley Services,16993 McCoy Rd,Cottonwood,CA,960229393,F,$187 ,40.28741,-122.32046,0
281066,2502-75,LC-POA-Lake Club,22431 Rio Alto Dr.,Cottonwood,CA,96002,T,$88 ,40.35758,-122.1898,11
281067,2502-75,LC-POA-Lake Club Linen,19999 Lake California Dr,Cottonwood,CA,96002,T,$0 ,40.36976,-122.24114,0
292921,2502-75,Tom's Automotive,20659 Walnut Street,Red Bluff,CA,96080,W,$26 ,40.1685,-122.27137,15
306048,2502-75,Empower Tehama - Walnut St,1805 Walnut Street,Red Bluff,CA,96080,F,$36 ,40.16892,-122.25367,0
194602,2502-75,Red Bluff Outdoor Power,490 Antelope Blvd,Red Bluff,CA,96080-2443,M,$19 ,40.1861,-122.209663,0
244165,2502-75,Ramos Donuts,545 Main St,Red Bluff,CA,96080-3437,T,$31 ,40.176411,-122.233963,0
251709,2502-75,PG&E Red Bluff S.C.,515 Luther Rd,Red Bluff,CA,960804256,T,$88 ,40.160842,-122.231695,0
203296,2502-75,Golden State Farm Credit,255 Sale Ln,Red Bluff,CA,96080-2938,M,$15 ,40.179044,-122.218987,0
264717,2502-75,Cardan Aircraft Services,1950 Airport Blvd,Red Bluff,CA,960804554,W,$53 ,40.15549,-122.25026,0
273695,2502-75,FN - NORCAL Residential,7224 Granada Dr,Redding,CA,960029738,R,$163 ,40.49808,-122.30803,0
310980,2502-75,Luigi's Pizza,75 Belle Mill Road,Red Bluff,CA,96080,T,$56 ,40.18613,-122.21957,0
319999,2502-75,Taqueria Cotija,238 South Main Street,Red Bluff,CA,96080,W,$33 ,40.17019,-122.22864,0
322191,2502-75,Smokin Joe's BBQ,8540 Airport Road,Redding,CA,96002,R,$56 ,40.53581,-122.30313,0
323470,2502-75,DH Lassen Medical Clinic - Cottonwood,20833 Long Branch Drive,Cottonwood,CA,96022,T,$116 ,40.393718,-122.280128,0
239679,2502-75,Wheeler Logging Shop,13570 State Highway 36 E,Red Bluff,CA,96080-8878,M,$71 ,40.187708,-122.185855,0
170449,2502-75,F M Valero,1 Sutter St,Red Bluff,CA,96080-4355,F,$68 ,40.152962,-122.221397,0
272957,2502-75,G&R Auto Parts LLC,11095 Hwy 99 West,Red Bluff,CA,96080,M,$72 ,40.182949,-122.232136,35
290880,2502-75,Lassen View Elem School,10818 CA-99,Los Molinos,CA,96055,W,$0 ,40.10719,-122.1078,0
299552,2502-75,Egg Roll King,55 Antelope Boulevard,Red Bluff,CA,96080,F,$30 ,40.17886,-122.22849,0
308596,2502-75,Redding School of The Arts ,955 Inspiration Place,Redding,CA,96003,R,$0 ,40.59544,-122.32297,0
312244,2502-75,DH Red Bluff Care Center,2580 Sister Mary Columba Drive Suite 200,Red Bluff,CA,96080,M,$54 ,40.1485,-122.21767,0
288469,2502-75,Rocha's Auto Service,2506 Hartnell Ave,Redding,CA,96003,R,$110 ,40.56409,-122.32481,81
306046,2502-75,Empower Tehama - Hickory,206 Hickory Street,Red Bluff,CA,96080,F,$13 ,40.17979,-122.23589,0
316073,2502-75,Lassen Forest Products,22829 Casale Road,Red Bluff,CA,96080,M,$89 ,40.12898,-122.18546,21
322600,2502-75,Dianne's Pizza & More,19632 Lake California Drive,Cottonwood,CA,96022,T,$37 ,40.36465,-122.21983,0
186872,2502-75,Guy Rents,365 Antelope Blvd,Red Bluff,CA,96080-3057,M,$32 ,40.185108,-122.215202,7
304600,2502-75,The Cabin Saloon,8057 State Highway 99E,Los Molinos,CA,96055,W,$41 ,40.03008,-122.09995,0
308464,2502-75,Burger Shack,7834 State Highway 99E,Los Molinos,CA,96055,W,$28 ,40.02381,-122.09953,0
320171,2502-75,Polished Nail Salon,19450 Live Oak Road,Red Bluff,CA,96080,W,$9 ,40.15088,-122.31521,0
321234,2502-75,Roxie's Deli & BBQ,7810 State Highway 99E,Los Molinos,CA,96055,W,$23 ,40.02331,-122.09955,0
169619,2502-75,Mineral Lodge - Seasonal,38348 State Highway 36 E,Mineral,CA,96063,F,$673 ,40.34778,-121.59607,0
262786,2502-75,Roto Rooter,19960 Countryside Ln,Redding,CA,96002-9660,R,$55 ,40.49109,-122.3149,40
248411,2502-75,Creekside Logging,19476 Gas Point Road,Cottonwood,CA,96022,R,$81 ,40.39018,-122.33197,40
170446,2502-75,Dignity Health - St Elizabeth,2550 Sr Mary Columba Dr,Red Bluff,CA,96080-4327,M,$147 ,40.148556,-122.218116,60
265576,2502-75,Nor-Cal Granite & Tile,3383 PACIFIC TRAIL #C,COTTONWOOD,CA,960224910,T,$42 ,40.38499,-122.27319,0
278326,2502-75,Muse Concrete Contractors Inc,8599 Commercial Way,Redding,CA,96002,R,$40 ,40.53505,-122.34538,0
281064,2502-75,LC-POA-Main Office,19999 Lake California Dr,Cottonwood,CA,96002,T,$28 ,40.36976,-122.24114,0
297363,2502-75,Taco Cotija,614 Walnut Street,Red Bluff,CA,96080,T,$10 ,40.17681,-122.23886,0
315918,2502-75,PG&E Microsite Sunriver,23400 East Sunriver Drive,Red Bluff,CA,96080,F,$73 ,40.21753,-122.18353,0
319665,2502-75,Rocha's Advanced Automotive,20270 Charlanne Drive,Redding,CA,96002,R,$18 ,40.54602,-122.30396,0
320399,2502-75,E's Locker Room,1075 Lakeside Drive,Red Bluff,CA,96080,T,$70 ,40.18272,-122.23353,0
239678,2502-75,Wheeler Logging Office,13570 State Highway 36 E,Red Bluff,CA,96080-8878,M,$25 ,40.18795,-122.185822,0
262472,2502-75,Norms Automotive,2635 Hartnell Ave,Redding,CA,960022353,R,$11 ,40.563782,-122.321823,5
271035,2502-75,COR REU,3611 Avtech Pkwy,Redding,CA,960029241,R,$21 ,40.52113,-122.301453,0
288480,2502-75,Kuper's Automotive Repair,425 Antelope Blvd.,Red Bluff,CA,96080,M,$96 ,40.18585,-122.21183,120
301422,2502-75,Mill Creek Resort - Seasonal, 40271 CA-172,Mill Creek,CA,96061,F,$368 ,40.32117,-121.37552,0
305867,2502-75,Main St. Deli,2130 South Main Street Suite A,Red Bluff,CA,96080,T,$21 ,40.15333,-122.22091,0
315177,2502-75,Red Bluff Elks Lodge,355 Gilmore Road,Red Bluff,CA,96080,M,$151 ,40.17154,-122.22335,0
323471,2502-75,DH Lassen Medical Clinic - Red Bluff,2450 Sister Mary Columba Drive,Red Bluff,CA,96080,MWF,$663 ,40.149453,-122.222045,0
170903,2502-75,Waynes Truck Service,20251 Charlanne Dr,Redding,CA,960029223,R,$31 ,40.545846,-122.304687,0
171172,2502-75,Bob's Tire,614 Walnut St,Red Bluff,CA,96080-3326,T,$267 ,40.176752,-122.238973,175
171256,2502-75,Los Mariachi's,604 Main St,Red Bluff,CA,96080-3344,W,$37 ,40.176708,-122.234207,0
238258,2502-75,Nu-Way Market,8049 CA-99 E,Los Molinos,CA,96055,W,$120 ,40.02931,-122.09989,1
244842,2502-75,Cost U Less,7948 CA-99 E,Los Molinos,CA,96055,W,$21 ,40.026922,-122.099865,0
170444,2502-75,Vista Middle School ,1770 S Jackson St,Red Bluff,CA,96080-4505,T,$0 ,40.155041,-122.237907,0
170461,2502-75,Bidwell School ,1256 Walnut St,Red Bluff,CA,96080-3603,T,$0 ,40.173531,-122.245338,0
272233,2502-75,Tehama County Dept of Ed - DS,1135 Lincoln St,Red Bluff,CA,960803126,W,$0 ,40.1781,-122.244633,0
288806,2502-75,Harvey's Market,9975 Hwy 99,Proberta,CA,96078,M,$16 ,40.08251,-122.17212,0
293300,2502-75,Cedar Creek,780 Diamond Avenue,Red Bluff,CA,96080,M,$65 ,40.15605,-122.22111,6
301285,2502-75,Julio's Garage,20659 Walnut Street #3,Red Bluff,CA,96080,W,$16 ,40.16842,-122.27113,10
308552,2502-75,Fire Water Supply (BD),1005 Vista Way,Red Bluff,CA,96080,W,$0 ,40.186,-122.20436,0
308982,2502-75,PGE Fleet - Red Bluff,515 Luther Road,Red Bluff,CA,96080,T,$26 ,40.16044,-122.23025,136
171091,2502-75,Holiday Mkt 34 Linen,20635 Gas Point Rd,Cottonwood,CA,96022-9295,F,$94 ,40.389332,-122.287468,38
171581,2502-75,Holiday Mkt #45 Groc,2455 Hartnell Ave,Redding,CA,96002-2320,R,$76 ,40.56377,-122.32544,0
261216,2502-75,Crossland 6 Gas Station,8215 Ca-99 E,Los Molinos,CA,96055,W,$46 ,40.034222,-122.09991,0
257513,2502-75,Red Bluff CC - Call In Only,1500 S Jackson St,Red Bluff,CA,960804553,W,$56 ,40.156731,-122.2379,0
170458,2502-75,Meteer School ,685 Kimball Rd,Red Bluff,CA,96080-4447,T,$0 ,40.15729,-122.235691,0
279241,2502-75,Kirk Taylor's GM Speciality,2635 Hartnell Ave,Redding,CA,96002,R,$17 ,40.56354,-122.32172,1
306047,2502-75,Empower Tehama - Sale Lane,151 Sale Lane,Red Bluff,CA,96080,F,$27 ,40.17994,-122.21947,0
313443,2502-75,Paradise Tires and Wheel,215 South Main Street,Red Bluff,CA,96080,M,$78 ,40.17063,-122.22938,68
319410,2502-75,City of Red Bluff - Corp Yard,1055 Kimball Road,Red Bluff,CA,96080,W,$15 ,40.1573,-122.24236,0
321836,2502-75,Miller Collision Center,20303 Charlanne Drive,Redding,CA,96002,R,$103 ,40.54594,-122.30367,50
171400,2502-75,Mchale Sign Co.,3707 Electro Way,Redding,CA,96002-9346,R,$14 ,40.53005,-122.301238,0
237339,2502-75,Antelope Liquors,445 Antelope Blvd,Red Bluff,CA,96080-2402,M,$15 ,40.18613,-122.2108,0
171579,2502-75,Holiday Mkt 45 Linen,2455 Hartnell Ave,Redding,CA,96002-2320,R,$176 ,40.56377,-122.32544,21
221254,2502-75,Woolery Forest Products,13570 State Highway 36 E,Red Bluff,CA,96080-8878,M,$35 ,40.187708,-122.185855,6
297937,2502-75,Little Country Store,21931 Chimney Rock Dr,Cottonwood,CA,96022,T,$19 ,40.36465,-122.21984,0
310840,2502-75,Best Western Anderson Inn,2688 Gateway Drive,Anderson,CA,96007,MWF,$0 ,40.45219,-122.28962,0
319407,2502-75,City of Red Bluff  - City Hall,555 Washington Street,Red Bluff,CA,96080,T,$23 ,40.17577,-122.23508,0
